date,sales,price,ad_spend,day_of_week,is_weekend,holiday
2023-05-24,100.13426848358773,103.21449226518332,55.3550384793146,2,0,0
2023-05-25,100.8639894879329,101.38760978917828,59.05656026424912,3,0,0
2023-05-26,106.06804660303895,103.52157607890581,68.3827658712127,4,0,0
2023-05-27,85.87267834666982,102.81045051970557,56.9844730103553,5,1,0
2023-05-28,85.03797949350944,102.36242763992296,60.82835793245501,6,1,0
2023-05-29,103.47059005848217,100.95374712471947,59.73816107617054,0,0,0
2023-05-30,101.23818898897234,101.54305751135932,65.84677080711606,1,0,0
2023-05-31,100.79924243375049,104.13430489064655,72.59744032878837,2,0,0
2023-06-01,101.79383035936903,103.55149739719944,57.3396975409091,3,0,0
2023-06-02,91.57345080896579,100.5199334383208,57.55131302781738,4,0,0
2023-06-03,100.75014670395191,102.59835200065739,65.19697710835783,5,1,0
2023-06-04,101.42204823110325,103.82639010696242,63.33654618911209,6,1,0
2023-06-05,91.4215586817387,98.90804144259306,69.0849265188489,0,0,0
2023-06-06,117.30682974780125,103.25613908034767,62.66892004844805,1,0,0
2023-06-07,103.48190796301975,100.76609148598614,57.82456974450071,2,0,0
2023-06-08,86.93573314829297,103.15383353088615,62.42026111328961,3,0,0
2023-06-09,105.5303945578325,100.40681540162205,64.83108030416756,4,0,0
2023-06-10,89.34523153333649,98.2436909938963,63.18564847215436,5,1,0
2023-06-11,107.10137443754942,98.51793955944635,61.39093041206859,6,1,0
2023-06-12,110.96643817381566,101.78823529249112,63.93551701208077,0,0,0
2023-06-13,91.33526272992894,102.13004721243543,64.17314217910044,1,0,0
2023-06-14,109.34926819914952,99.72002588658995,64.93965576957646,2,0,1
2023-06-15,104.02871462827066,102.72344551523759,60.95308118589801,3,0,0
2023-06-16,108.31903483603097,98.04039101790954,56.533942758259094,4,0,0
2023-06-17,119.27616419961412,101.1480358529931,57.7433450302281,5,1,0
2023-06-18,98.07656321703223,98.77454592191287,62.663771414949736,6,1,0
2023-06-19,93.22782889311489,99.80893245417725,52.15021966365116,0,0,0
2023-06-20,92.11744744047553,101.12309685806251,57.66522002157222,1,0,0
2023-06-21,93.11465552872683,99.22286124669668,53.42650628335519,2,0,1
2023-06-22,100.77477521111544,100.08968417699673,55.0938119705099,3,0,0
2023-06-23,105.2433064832834,102.78623229238029,60.88596332270809,4,0,0
2023-06-24,104.8977341906778,99.53448383388954,54.9807677274992,5,1,0
2023-06-25,110.71481896680199,102.2740676254069,53.7782316112061,6,1,0
2023-06-26,102.89835347967667,98.2575059496266,46.25803756869794,0,0,0
2023-06-27,117.6422693701841,101.49061025523366,56.291658730711575,1,0,0
2023-06-28,100.81224952536493,103.22809296333742,55.28401993656474,2,0,0
2023-06-29,131.02573435962617,95.31551776416647,62.363566964430106,3,0,0
2023-06-30,110.45930799986512,98.5787901839076,49.494948143118684,4,0,0
2023-07-01,96.0230402338402,101.24044745888803,51.613365167161795,5,1,0
2023-07-02,94.29107501938887,99.59390922791401,51.24691841855378,6,1,0
2023-07-03,110.24351577461071,100.65598854221568,57.36965286997528,0,0,0
2023-07-04,103.6163583173082,98.61944893171983,48.48968302018154,1,0,0
2023-07-05,113.43657510717838,99.91437281052475,49.84781428094888,2,0,0
2023-07-06,111.48789740018324,99.34368980719422,50.98288351772332,3,0,0
2023-07-07,106.49951859292135,101.90456222391651,48.37265471520631,4,0,0
2023-07-08,99.2454523252685,99.99192202766058,44.71051365364983,5,1,0
2023-07-09,93.06374499881387,100.07252192287379,47.424401094066184,6,1,0
2023-07-10,104.25908327011399,98.48797849481922,51.34288636189919,0,0,0
2023-07-11,117.81335709593412,98.25114087790361,40.37371949327308,1,0,0
2023-07-12,111.92848798831677,98.27608835890437,45.714760514898565,2,0,0
2023-07-13,97.88130465719537,99.84521630749201,41.10619558031214,3,0,0
2023-07-14,112.63451088535248,98.12973152292979,50.15337966741651,4,0,0
2023-07-15,115.33265004826384,99.46694504401125,36.149167457493796,5,1,0
2023-07-16,103.23033155351115,102.9542232758531,40.57416418123411,6,1,1
2023-07-17,114.20812279516726,100.46205395657564,44.87628277726111,0,0,0
2023-07-18,113.86733360735927,97.98452179321686,50.45808698632833,1,0,0
2023-07-19,102.48219139158843,100.95616724664505,41.961716946685264,2,0,0
2023-07-20,118.12854534535398,97.65519011715813,39.19514155214518,3,0,0
2023-07-21,120.80927183646902,94.31314872065184,51.07912112033089,4,0,0
2023-07-22,126.69451129901088,96.29176197899683,34.157786933783775,5,1,0
2023-07-23,127.0762412281662,94.48539172273561,30.151409960367495,6,1,1
2023-07-24,103.44722268790693,97.44351783669205,43.116834684099125,0,0,0
2023-07-25,108.54265202838691,98.10350304367202,38.20216647698392,1,0,0
2023-07-26,123.77934057262584,101.34023843085073,35.42684895451837,2,0,0
2023-07-27,124.48583386741954,98.56251574365051,43.92075203806076,3,0,0
2023-07-28,125.2281329279856,97.39238024679447,41.46972444703776,4,0,0
2023-07-29,159.3451350212968,99.41195915753117,37.32821695614762,5,1,0
2023-07-30,127.27715168197119,93.25411352176539,33.67138926566499,6,1,0
2023-07-31,133.68436503524677,98.0715417264182,44.38611391838825,0,0,0
2023-08-01,132.63899038495748,99.06668645985603,43.25249564938481,1,0,0
2023-08-02,130.3927113269078,94.49316448648963,39.51007927559239,2,0,0
2023-08-03,121.51524785751465,99.66398564741883,49.270406780818064,3,0,1
2023-08-04,133.05583665937536,97.98039264249283,34.7447717284936,4,0,0
2023-08-05,118.54490027891552,96.40054972339574,32.552098588842,5,1,0
2023-08-06,124.72051340310595,98.42523999855679,36.831041476333255,6,1,0
2023-08-07,123.0588796474893,101.63045897700495,40.19954041268636,0,0,1
2023-08-08,129.56306477363458,97.38307008277086,41.80672069298969,1,0,1
2023-08-09,152.73042853086508,97.4469311506003,39.57162458210025,2,0,0
2023-08-10,111.75813511520434,95.96382919162585,42.75058830354729,3,0,0
2023-08-11,138.14746629945893,95.11585211439598,34.96927593705336,4,0,0
2023-08-12,116.01861991910066,98.41015116474478,48.705978604522784,5,1,0
2023-08-13,128.2939102089226,94.97221905697829,41.3594054491006,6,1,0
2023-08-14,144.77641581114617,96.76341425371501,47.66171073842974,0,0,0
2023-08-15,135.4093123073115,95.60186894975338,44.115175130442736,1,0,0
2023-08-16,124.8742745041016,97.45307135246203,45.03200302433515,2,0,0
2023-08-17,129.38918608254295,97.10140805742091,45.96320408772824,3,0,0
2023-08-18,144.23367156675542,98.44919835279892,45.73750186339913,4,0,0
2023-08-19,131.0341446270786,95.29520062236882,47.114593755337,5,1,0
2023-08-20,141.40683251102337,95.71769638855775,50.965115183350605,6,1,0
2023-08-21,140.6063894336439,94.24324676771249,45.73556097051728,0,0,0
2023-08-22,134.54674799679285,95.25664760587289,48.745644008344705,1,0,0
2023-08-23,163.4175936426984,96.84544357374955,45.21248413738828,2,0,0
2023-08-24,149.2357276808802,97.55159302353525,53.33391864783317,3,0,1
2023-08-25,123.56614032434565,94.14123894445034,43.233907691366944,4,0,0
2023-08-26,146.60544091763245,97.67393134281866,56.1121809691884,5,1,0
2023-08-27,139.04832482413272,98.59635638814163,47.406053603902706,6,1,0
2023-08-28,155.11743060757678,96.66353769301138,40.958748534880606,0,0,0
2023-08-29,139.5960686286854,99.54308720050207,49.263986928682264,1,0,0
2023-08-30,147.3030153450031,94.19599939387109,45.7327379138194,2,0,0
2023-08-31,154.42993469697151,93.20961881130965,53.85805635524654,3,0,1
2023-09-01,158.96752741702824,92.09811965856642,46.90948651254193,4,0,0
2023-09-02,139.23680925828694,98.60557515198116,48.45899427796935,5,1,1
2023-09-03,148.82409605157468,96.88145118444207,41.75766314782558,6,1,0
2023-09-04,148.3481808596292,95.42210298925127,49.45605893466739,0,0,0
2023-09-05,147.4917114820433,96.05509291312755,40.105812706418355,1,0,1
2023-09-06,172.60541489235652,93.20740312231949,44.807348167466316,2,0,0
2023-09-07,159.92471270241066,100.31446391660683,57.023277698706394,3,0,0
2023-09-08,144.18789038768588,95.6473447996414,57.63591118370484,4,0,0
2023-09-09,166.89465325557302,95.57500838858329,56.30996581668048,5,1,0
2023-09-10,179.85402910203135,96.77645203437031,49.81235100479163,6,1,0
2023-09-11,169.870344478629,96.25703018666155,54.86076926319146,0,0,0
2023-09-12,145.26167240152088,95.71427456864423,55.51973620215249,1,0,0
2023-09-13,156.51883339563685,93.6584627595558,50.16950140872954,2,0,0
2023-09-14,174.93187858304512,96.15667196150392,63.88590980218464,3,0,0
2023-09-15,156.08312815551423,98.95353389373206,61.1462478943259,4,0,0
2023-09-16,168.49021045897197,97.85750794884386,56.02701143715765,5,1,0
2023-09-17,172.68536587411776,98.33166416614853,57.61953667668367,6,1,0
2023-09-18,156.55122720942745,94.10292908622851,58.860228864418055,0,0,0
2023-09-19,166.1009676883738,93.12767273300307,47.92188665266387,1,0,1
2023-09-20,135.15310912553798,94.83828838153354,57.18512193662513,2,0,0
2023-09-21,158.18503266669464,95.18575487949302,55.278958447261076,3,0,0
2023-09-22,166.75961703325734,97.24859854529817,53.925355288381056,4,0,0
2023-09-23,157.65682126115263,91.66266852063255,57.74857862082389,5,1,0
2023-09-24,187.3007925893241,98.09555626843095,68.33859506110176,6,1,1
2023-09-25,157.50967595685808,94.71077657936607,62.72539096544219,0,0,0
2023-09-26,168.23715566059204,94.16484876039503,56.81076933801821,1,0,0
2023-09-27,174.76333987907753,92.98770488797344,62.64914915974035,2,0,0
2023-09-28,188.6785510277723,91.69698924286618,66.87634616621747,3,0,0
2023-09-29,160.70836443746552,96.64932046516847,64.56958366151578,4,0,0
2023-09-30,187.49081423632725,95.14738081417255,60.28474667640543,5,1,0
2023-10-01,176.74446623392683,92.42007820051789,56.76531611147213,6,1,0
2023-10-02,167.6005275444759,92.41058733566851,63.477711394872514,0,0,0
2023-10-03,182.8004044853568,94.33140989866439,61.913842174060676,1,0,0
2023-10-04,180.92376389489002,98.34474563717652,64.35553508342612,2,0,0
2023-10-05,173.67460780066335,94.49273093576656,62.962094261369394,3,0,0
2023-10-06,181.10799724936155,92.01232499405366,64.91442786352886,4,0,1
2023-10-07,177.2794151880494,94.53530624835216,56.8450006013043,5,1,0
2023-10-08,182.97946615500095,94.4910084900144,65.93713275502577,6,1,1
2023-10-09,189.16630690302753,89.65382449417905,60.142078108715666,0,0,0
2023-10-10,199.09464820193173,94.95162577532064,69.30975970098196,1,0,0
2023-10-11,171.5343914066683,94.61243599449827,55.24294059680223,2,0,0
2023-10-12,205.9093546635185,96.48227495135968,67.10082786505436,3,0,0
2023-10-13,165.71285507790213,98.80479456341091,59.12011491209856,4,0,0
2023-10-14,184.35866926483538,97.3784904981864,54.56122480660806,5,1,0
2023-10-15,192.39039975391833,94.60751353176008,55.065678311439406,6,1,0
2023-10-16,189.9356276159052,92.95361603905056,55.530095765334366,0,0,0
2023-10-17,181.5048304053224,100.3362045072817,58.88026617345712,1,0,0
2023-10-18,186.24422510916926,95.3321721152609,58.98309573352639,2,0,0
2023-10-19,183.97644392441183,95.26727025427232,53.092824834999355,3,0,0
2023-10-20,183.5810817713005,95.21825634586597,55.41597593630041,4,0,0
2023-10-21,198.526192088167,95.69118124472382,65.81067783696068,5,1,0
2023-10-22,194.14283736201764,95.03619796272504,63.28494757094124,6,1,0
2023-10-23,184.17308010925274,94.20889478561303,56.364296356125806,0,0,1
2023-10-24,200.61457184542306,94.29518455321016,53.89692778129167,1,0,0
2023-10-25,195.19479887301918,95.35745341694117,53.821361051576204,2,0,0
2023-10-26,200.74042787033864,94.3715316746487,55.79445214854701,3,0,1
2023-10-27,199.3848183313867,94.06946409513358,47.111246513571125,4,0,0
2023-10-28,185.26197991599344,95.74613278645597,50.43070784379604,5,1,0
2023-10-29,188.4001622209582,95.06276543689224,42.86244643316528,6,1,0
2023-10-30,201.91156831280344,98.62147250616816,52.686027057069644,0,0,0
2023-10-31,200.9655951233046,90.35362053958893,53.40858610756758,1,0,0
2023-11-01,195.06272981590075,97.88194192177741,47.23890629880604,2,0,0
2023-11-02,196.8414674524038,98.2357481770735,57.00793001764396,3,0,0
2023-11-03,208.8278955028103,91.64271511056964,42.49463653911661,4,0,0
2023-11-04,190.50521010822737,95.15129269840328,40.79074964442174,5,1,1
2023-11-05,202.24822821673837,95.14219893854013,48.72910244992428,6,1,0
2023-11-06,195.0983486241581,93.1196961131717,52.34297031769509,0,0,0
2023-11-07,195.27322049531801,94.42993621762383,55.03550765895265,1,0,0
2023-11-08,208.75435025419202,93.81646409931288,43.8389112562411,2,0,0
2023-11-09,206.3241503049453,99.5953834745071,51.0545667759809,3,0,0
2023-11-10,206.49541698765063,98.01659091232003,45.00808287289859,4,0,0
2023-11-11,211.69245286401969,98.74388438926542,43.889818622305825,5,1,0
2023-11-12,199.11214805419078,97.70079038723097,48.73765222012179,6,1,0
2023-11-13,205.97328385238598,94.05712987764386,47.162594348066364,0,0,0
2023-11-14,196.29003828787222,95.32507793172357,35.61699827839132,1,0,0
2023-11-15,202.8607443713465,97.41283296930285,50.4970694351967,2,0,0
2023-11-16,198.53157307028263,94.05085608318535,49.6486936993035,3,0,0
2023-11-17,201.0045666503941,97.98318070362839,39.273734891006555,4,0,0
2023-11-18,206.17560236307736,96.13963098295996,44.05424924767614,5,1,0
2023-11-19,192.21922137303716,95.93474509369683,44.240312272477134,6,1,0
2023-11-20,221.4908253779016,98.17139946806326,42.79052441327602,0,0,0
2023-11-21,190.66059682975649,97.70406747629764,38.47544728877848,1,0,0
2023-11-22,188.72116928525978,96.16061865906818,37.63219448128555,2,0,0
2023-11-23,212.57509652940414,99.26914958472814,40.65003451642467,3,0,0
2023-11-24,209.03038320669884,94.85721091745407,46.45366854267305,4,0,0
2023-11-25,207.46375496413435,98.32094447528468,43.145471267436,5,1,0
2023-11-26,207.60404778174689,98.34587878228099,38.43751016530895,6,1,0
2023-11-27,201.28560675644144,96.61203267256936,44.03821799670742,0,0,0
2023-11-28,192.51267607270373,97.95566587198823,25.852482456973988,1,0,0
2023-11-29,202.31029871481078,94.87425040823436,45.781050302440256,2,0,0
2023-11-30,194.83778872030211,99.29839101646313,31.307389700598804,3,0,0
2023-12-01,211.40811316766312,97.15515179919612,38.18928505257585,4,0,1
2023-12-02,200.22445371450348,96.554866569163,34.42547780385681,5,1,0
2023-12-03,193.46901965842926,99.77440259145493,33.59950388041493,6,1,1
2023-12-04,198.53020654254271,96.34446061407868,45.952744046723865,0,0,0
2023-12-05,205.88482486564521,95.01365871168508,37.91221487162231,1,0,0
2023-12-06,196.12135076891283,94.79540264907436,42.11148921021758,2,0,0
2023-12-07,193.5313931086412,99.19938370899143,40.29841014577602,3,0,0
2023-12-08,204.1776643429969,95.50580758030034,43.09764173486259,4,0,0
2023-12-09,204.17013233513714,101.6561331687434,41.30087188913374,5,1,0
2023-12-10,196.6234783759957,94.06311674901988,34.73047862252505,6,1,0
2023-12-11,196.94803441373014,101.70084733741172,46.3791905331007,0,0,0
2023-12-12,203.9377873929141,98.81143272541279,39.20455285732137,1,0,0
2023-12-13,187.08898218678755,98.27791463946045,34.18822969231243,2,0,0
2023-12-14,187.44170054263526,97.46390122869926,40.149892447220644,3,0,0
2023-12-15,194.2726959688684,99.43484108625667,50.134265793328176,4,0,0
2023-12-16,199.2580697074418,98.64453514486257,47.24133211250597,5,1,0
2023-12-17,204.4319426276,101.01002544259526,41.62551274555274,6,1,0
2023-12-18,216.002000551456,99.1158506275425,42.01881345982053,0,0,0
2023-12-19,209.7461778341603,99.27230400749407,42.56997126670537,1,0,0
2023-12-20,199.48724044761306,98.3290875983077,54.990539572812224,2,0,1
2023-12-21,200.80974060124493,99.02731348710148,46.95958940532196,3,0,0
2023-12-22,190.88445314325483,99.84195686383272,47.65650422628372,4,0,0
2023-12-23,200.63136340509152,95.8913956417509,51.12614488275955,5,1,0
2023-12-24,197.83389898246133,96.70094575451195,47.647896924707204,6,1,0
2023-12-25,203.84924482665903,100.96960852910358,45.64747099729897,0,0,0
2023-12-26,192.24924911816436,99.91072897685278,46.45785985399963,1,0,0
2023-12-27,205.61279212982745,99.28707760527301,47.585394672070336,2,0,0
2023-12-28,215.64309843935615,99.77806110170974,48.26659546954799,3,0,1
2023-12-29,199.1234497489398,100.52258271587479,52.604308400301186,4,0,0
2023-12-30,204.12281639246842,98.83417743485434,49.74211590019441,5,1,0
2023-12-31,206.90143991711113,98.44339054919537,53.66320038607789,6,1,0
